Sample,Label
"For the I-901 You USA, must before SEVIS applying for fee pay student your visa.",1
"For UK,  You can apply for a UK Student visa if your course is only for a short duration of 4 months.",0
"For USA,  You must show proof of your intent to return to your home country after completing your studies in the US.",1
"For USA,  You must submit your Form I-20 along with the visa application when applying for a US student visa.",1
"For UK,  You must provide evidence of sufficient financial support to cover your living expenses when applying for a UK Student visa.",1
"For UK,  You must provide a complete application form when applying for a UK Student visa.",1
"For UK,  You do not need to submit biometric data when applying for a UK Student visa.",0
"For UK,  You can apply for a UK Student visa after your course starts, even if you miss the deadline.",0
"For USA,  You do not need to submit your academic transcripts when applying for a student visa.",0
"For USA,  You cannot study on a B-2 tourist visa if you plan to attend a full-time degree program in the US.",1
"For UK,  You can apply for a UK Student visa if your course is at least 6 months long and meets UKVI’s requirements.",1
"For visa, a and If information, biometric UK, applying UK you're you fingerprints must including for provide Student a photo.",1
"For studying if can visa Student you’re time on You a during full-time UK work term UK, part-time.",0
"For UK,  You must provide proof that you have sufficient funds to support yourself and your dependents during your stay in the UK.",1
